fid,lichen_species,lichen_notes,quadrat_id,obs_id,conf_level,l_frequency,morphotypes,rainforest_indicators_morphotypes,rainforest_indicators_rainforest_indicator
211,hypotrachyna_laevigata,,ARI1_TS_QE,ARI1_TS_QE_L_20260713_141815027,med_conf,3,foliose_chlorolichen,foliose_chlorolichen,1
212,ochrolechia_androgyna,,ARI1_TS_QS,ARI1_TS_QS_L_20260713_141815043,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
213,cladonia_sp,,ARI1_TS_QS,ARI1_TS_QS_L_20260713_141815043,high_conf,4,squamulose_chlorolichen,squamulose_chlorolichen,0
214,ochrolechia_androgyna,,ARI1_TS_QW,ARI1_TS_QW_L_20260713_141815058,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
215,normandina_pulchella,,ARI1_TS_QW,ARI1_TS_QW_L_20260713_141815066,high_conf,1,squamulose_cyanolichen,squamulose_chlorolichen,1
216,cladonia_sp,,ARI1_TW_QE,ARI1_TW_QE_L_20260713_141815074,high_conf,3,squamulose_chlorolichen,squamulose_chlorolichen,0
217,cladonia_sp,,ARI1_TW_QS,ARI1_TW_QS_L_20260713_141815074,high_conf,5,squamulose_chlorolichen,squamulose_chlorolichen,0
218,cladonia_sp,,ARI1_TW_QW,ARI1_TW_QW_L_20260713_141815090,high_conf,5,squamulose_chlorolichen,squamulose_chlorolichen,0
219,ochrolechia_androgyna,,ARI1_TW_QW,ARI1_TW_QW_L_20260713_141815106,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
220,ochrolechia_androgyna,,ARI1_TW_QN,ARI1_TW_QN_L_20260713_141815106,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
221,cladonia_sp,,ARI1_TW_QN,ARI1_TW_QN_L_20260713_141815121,high_conf,4,squamulose_chlorolichen,squamulose_chlorolichen,0
222,ochrolechia_androgyna,,ARI1_TN_QS,ARI1_TN_QS_L_20260713_141815121,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
223,cladonia_sp,,ARI1_TN_QS,ARI1_TN_QS_L_20260713_141815137,high_conf,3,squamulose_chlorolichen,squamulose_chlorolichen,0
224,pectenia_plumbea_s._lat.,,ARI1_TN_QS,ARI1_TN_QS_L_20260713_141815137,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
225,pannaria_conoplea,,ARI1_TN_QS,ARI1_TN_QS_L_20260713_141815156,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
226,pectenia_plumbea_s._lat.,,ARI1_TN_QW,ARI1_TN_QW_L_20260713_141815169,high_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
227,cladonia_sp,,ARI1_TN_QW,ARI1_TN_QW_L_20260713_141815169,high_conf,2,squamulose_chlorolichen,squamulose_chlorolichen,0
228,ochrolechia_androgyna,,ARI1_TN_QW,ARI1_TN_QW_L_20260713_141815185,med_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
229,ochrolechia_androgyna,,ARI1_TN_QN,ARI1_TN_QN_L_20260713_141815185,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
230,pertusaria_sp,,ARI1_TN_QN,ARI1_TN_QN_L_20260713_141815201,high_conf,1,crustose_chlorolichen,crustose_chlorolichen,0
231,cladonia_sp,,ARI1_TN_QN,ARI1_TN_QN_L_20260713_141815201,high_conf,2,squamulose_chlorolichen,squamulose_chlorolichen,0
232,ochrolechia_androgyna,,ARI1_TN_QE,ARI1_TN_QE_L_20260713_141815217,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
233,hypotrachyna_laevigata,,ARI1_TN_QE,ARI1_TN_QE_L_20260713_141815233,med_conf,1,foliose_chlorolichen,foliose_chlorolichen,1
234,usnea_cornuta_s._lat.,,AGG3_TE_QW,AGG3_TE_QW_L_20260713_141815233,high_conf,5,fruticose_chlorolichen,fruticose_chlorolichen,1
235,hypotrachyna_laevigata,,AGG3_TE_QW,AGG3_TE_QW_L_20260713_141815249,high_conf,4,foliose_chlorolichen,foliose_chlorolichen,1
236,parmelia_sulcata,,AGG3_TE_QW,AGG3_TE_QW_L_20260713_141815256,med_conf,4,foliose_chlorolichen,foliose_chlorolichen,0
237,lecanactis_abietina,,AGG3_TE_QW,AGG3_TE_QW_L_20260713_141815264,low_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
238,usnea_cornuta_s._lat.,,AGG3_TE_QN,AGG3_TE_QN_L_20260713_141815264,high_conf,5,fruticose_chlorolichen,fruticose_chlorolichen,1
239,hypotrachyna_laevigata,,AGG3_TE_QN,AGG3_TE_QN_L_20260713_141815280,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
240,parmelia_sulcata,,AGG3_TE_QN,AGG3_TE_QN_L_20260713_141815296,med_conf,4,foliose_chlorolichen,foliose_chlorolichen,0
241,cladonia_sp,,AGG3_TE_QN,AGG3_TE_QN_L_20260713_141815296,high_conf,2,squamulose_chlorolichen,squamulose_chlorolichen,0
242,parmelia_sulcata,,AGG3_TE_QE,AGG3_TE_QE_L_20260713_141815312,med_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
243,hypotrachyna_laevigata,,AGG3_TE_QE,AGG3_TE_QE_L_20260713_141815312,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
244,usnea_cornuta_s._lat.,,AGG3_TE_QE,AGG3_TE_QE_L_20260713_141815328,high_conf,4,fruticose_chlorolichen,fruticose_chlorolichen,1
245,usnea_cornuta_s._lat.,,AGG3_TE_QS,AGG3_TE_QS_L_20260713_141815328,high_conf,5,fruticose_chlorolichen,fruticose_chlorolichen,1
246,parmelia_sulcata,,AGG3_TE_QS,AGG3_TE_QS_L_20260713_141815344,med_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
247,hypotrachyna_laevigata,,AGG3_TE_QS,AGG3_TE_QS_L_20260713_141815356,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
248,lecanactis_abietina,,AGG3_TE_QS,AGG3_TE_QS_L_20260713_141815360,med_conf,1,crustose_chlorolichen,crustose_chlorolichen,0
249,hypotrachyna_laevigata,,AGG3_TN_QN,AGG3_TN_QN_L_20260713_141815376,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
250,cladonia_sp,,AGG3_TN_QN,AGG3_TN_QN_L_20260713_141815376,high_conf,2,squamulose_chlorolichen,squamulose_chlorolichen,0
251,usnea_cornuta_s._lat.,,AGG3_TN_QN,AGG3_TN_QN_L_20260713_141815391,high_conf,5,fruticose_chlorolichen,fruticose_chlorolichen,1
252,ochrolechia_androgyna,,AGG3_TN_QN,AGG3_TN_QN_L_20260713_141815391,med_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
253,parmelia_sulcata,,AGG3_TN_QN,AGG3_TN_QN_L_20260713_141815407,med_conf,2,foliose_chlorolichen,foliose_chlorolichen,0
254,parmelia_sulcata,,AGG3_TN_QE,AGG3_TN_QE_L_20260713_141815423,low_conf,4,foliose_chlorolichen,foliose_chlorolichen,0
255,hypotrachyna_laevigata,,AGG3_TN_QE,AGG3_TN_QE_L_20260713_141815423,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
256,usnea_cornuta_s._lat.,,AGG3_TN_QE,AGG3_TN_QE_L_20260713_141815439,high_conf,5,fruticose_chlorolichen,fruticose_chlorolichen,1
257,evernia_prunastri,,AGG3_TN_QE,AGG3_TN_QE_L_20260713_141815439,high_conf,2,fruticose_chlorolichen,fruticose_chlorolichen,0
258,ochrolechia_androgyna,,AGG3_TN_QE,AGG3_TN_QE_L_20260713_141815457,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
259,usnea_cornuta_s._lat.,,AGG3_TN_QS,AGG3_TN_QS_L_20260713_141815457,high_conf,5,fruticose_chlorolichen,fruticose_chlorolichen,1
260,evernia_prunastri,,AGG3_TN_QS,AGG3_TN_QS_L_20260713_141815470,high_conf,4,fruticose_chlorolichen,fruticose_chlorolichen,0
261,hypotrachyna_laevigata,,AGG3_TN_QS,AGG3_TN_QS_L_20260713_141815486,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
262,hypotrachyna_sinuosa,,AGG3_TN_QS,AGG3_TN_QS_L_20260713_141815486,med_conf,2,foliose_chlorolichen,foliose_chlorolichen,1
263,ochrolechia_androgyna,,AGG3_TN_QS,AGG3_TN_QS_L_20260713_141815502,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
264,evernia_prunastri,,AGG3_TN_QW,AGG3_TN_QW_L_20260713_141815502,high_conf,5,fruticose_chlorolichen,fruticose_chlorolichen,0
265,usnea_cornuta_s._lat.,,AGG3_TN_QW,AGG3_TN_QW_L_20260713_141815518,high_conf,5,fruticose_chlorolichen,fruticose_chlorolichen,1
266,hypotrachyna_laevigata,,AGG3_TN_QW,AGG3_TN_QW_L_20260713_141815518,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
267,ochrolechia_androgyna,,AGG3_TN_QW,AGG3_TN_QW_L_20260713_141815533,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,0
268,pectenia_atlantica,,AGG3_TS_QS,AGG3_TS_QS_L_20260713_141815540,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
269,lobaria_pulmonaria,,AGG3_TS_QS,AGG3_TS_QS_L_20260713_141815557,high_conf,4,foliose_cyanolichen,foliose_cyanolichen,1
270,sticta_limbata,,AGG3_TS_QS,AGG3_TS_QS_L_20260713_141815565,high_conf,4,foliose_cyanolichen,foliose_cyanolichen,1
271,hypotrachyna_laevigata,,AGG3_TS_QS,AGG3_TS_QS_L_20260713_141815565,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
272,hypotrachyna_laevigata,,AGG3_TS_QN,AGG3_TS_QN_L_20260713_141815581,high_conf,1,foliose_chlorolichen,foliose_chlorolichen,1
273,ochrolechia_tartarea,,AGG3_TS_QW,AGG3_TS_QW_L_20260713_141815581,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,1
274,hypotrachyna_laevigata,,AGG3_TS_QW,AGG3_TS_QW_L_20260713_141815597,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
275,sticta_limbata,,AGG3_TS_QN,AGG3_TS_QN_L_20260713_141815597,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
276,lobaria_pulmonaria,,AGG3_TS_QN,AGG3_TS_QN_L_20260713_141815613,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
277,sticta_sylvatica,,AGG3_TS_QE,AGG3_TS_QE_L_20260713_141815629,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
278,hypotrachyna_laevigata,,AGG3_TS_QE,AGG3_TS_QE_L_20260713_141815629,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
279,lobaria_pulmonaria,,AGG3_TS_QE,AGG3_TS_QE_L_20260713_141815645,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
280,pannaria_rubiginosa,,AGG3_TS_QE,AGG3_TS_QE_L_20260713_141815645,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
281,pectenia_atlantica,,AGG3_TS_QE,AGG3_TS_QE_L_20260713_141815661,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
282,ochrolechia_tartarea,,AGG3_TW_QS,AGG3_TW_QS_L_20260713_141815677,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,1
283,hypotrachyna_laevigata,,AGG3_TW_QS,AGG3_TW_QS_L_20260713_141815679,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
284,cladonia_sp,,AGG3_TW_QS,AGG3_TW_QS_L_20260713_141815693,high_conf,3,squamulose_chlorolichen,squamulose_chlorolichen,0
285,usnea_cornuta_s._lat.,,AGG3_TW_QS,AGG3_TW_QS_L_20260713_141815693,high_conf,2,fruticose_chlorolichen,fruticose_chlorolichen,1
286,ochrolechia_tartarea,,AGG3_TW_QW,AGG3_TW_QW_L_20260713_141815708,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,1
287,hypotrachyna_laevigata,,AGG3_TW_QW,AGG3_TW_QW_L_20260713_141815708,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
288,usnea_cornuta_s._lat.,,AGG3_TW_QW,AGG3_TW_QW_L_20260713_141815724,high_conf,1,fruticose_chlorolichen,fruticose_chlorolichen,1
289,cladonia_sp,,AGG3_TW_QW,AGG3_TW_QW_L_20260713_141815724,high_conf,2,squamulose_chlorolichen,squamulose_chlorolichen,0
290,hypotrachyna_laevigata,,AGG3_TW_QN,AGG3_TW_QN_L_20260713_141815740,high_conf,4,foliose_chlorolichen,foliose_chlorolichen,1
291,sphaerophorus_globosus,,AGG3_TW_QN,AGG3_TW_QN_L_20260713_141815757,high_conf,1,fruticose_chlorolichen,fruticose_chlorolichen,1
292,sphaerophorus_fragilis,,AGG3_TW_QN,AGG3_TW_QN_L_20260713_141815757,high_conf,1,fruticose_chlorolichen,fruticose_chlorolichen,1
293,usnea_cornuta_s._lat.,,AGG3_TW_QN,AGG3_TW_QN_L_20260713_141815772,high_conf,4,fruticose_chlorolichen,fruticose_chlorolichen,1
294,cladonia_coniocraea,,AGG3_TW_QN,AGG3_TW_QN_L_20260713_141815772,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
295,ochrolechia_androgyna,,AGG3_TW_QN,AGG3_TW_QN_L_20260713_141815790,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
296,lobaria_pulmonaria,,AGG3_TW_QE,AGG3_TW_QE_L_20260713_141815790,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
297,hypotrachyna_laevigata,,AGG3_TW_QE,AGG3_TW_QE_L_20260713_141815810,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
298,sphaerophorus_fragilis,,AGG3_TW_QE,AGG3_TW_QE_L_20260713_141815820,high_conf,2,fruticose_chlorolichen,fruticose_chlorolichen,1
299,sphaerophorus_globosus,,AGG3_TW_QE,AGG3_TW_QE_L_20260713_141815820,high_conf,4,fruticose_chlorolichen,fruticose_chlorolichen,1
300,normandina_pulchella,,AGG3_TW_QE,AGG3_TW_QE_L_20260713_141815835,high_conf,1,squamulose_cyanolichen,squamulose_chlorolichen,1
301,cladonia_coniocraea,,AGG3_TW_QE,AGG3_TW_QE_L_20260713_141815844,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
302,usnea_cornuta_s._lat.,,AGG3_TW_QE,AGG3_TW_QE_L_20260713_141815852,high_conf,4,fruticose_chlorolichen,fruticose_chlorolichen,1
303,ochrolechia_androgyna,,AGG3_TW_QE,AGG3_TW_QE_L_20260713_141815857,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
304,ricasolia_virens,,LAE5_TE_QW,LAE5_TE_QW_L_20260713_141815868,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
305,sticta_fuliginosa_s._lat.,,LAE5_TE_QW,LAE5_TE_QW_L_20260713_141815868,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
306,sticta_sylvatica,,LAE5_TE_QW,LAE5_TE_QW_L_20260713_141815884,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
307,lobaria_pulmonaria,,LAE5_TE_QW,LAE5_TE_QW_L_20260713_141815884,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
308,graphis_scripta_s._lat.,,LAE5_TE_QW,LAE5_TE_QW_L_20260713_141815899,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
309,normandina_pulchella,,LAE5_TE_QW,LAE5_TE_QW_L_20260713_141815915,high_conf,2,squamulose_cyanolichen,squamulose_chlorolichen,1
310,pyrenula_macrospora,,LAE5_TE_QW,LAE5_TE_QW_L_20260713_141815915,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,1
311,ricasolia_virens,,LAE5_TE_QS,LAE5_TE_QS_L_20260713_141815931,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
312,pyrenula_macrospora,,LAE5_TE_QS,LAE5_TE_QS_L_20260713_141815934,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,1
313,graphis_scripta_s._lat.,,LAE5_TE_QS,LAE5_TE_QS_L_20260713_141815947,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
314,sticta_sylvatica,,LAE5_TE_QS,LAE5_TE_QS_L_20260713_141815957,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
315,pectenia_atlantica,,LAE5_TE_QS,LAE5_TE_QS_L_20260713_141815963,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
316,pectenia_plumbea_s._lat.,,LAE5_TE_QS,LAE5_TE_QS_L_20260713_141815963,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
317,ricasolia_virens,,LAE5_TE_QE,LAE5_TE_QE_L_20260713_141815979,high_conf,4,foliose_cyanolichen,foliose_cyanolichen,1
318,sticta_sylvatica,,LAE5_TE_QE,LAE5_TE_QE_L_20260713_141815979,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
319,pyrenula_macrospora,,LAE5_TE_QE,LAE5_TE_QE_L_20260713_141815994,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,1
320,ricasolia_virens,,LAE5_TE_QN,LAE5_TE_QN_L_20260713_141816010,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
321,lobaria_pulmonaria,,LAE5_TE_QN,LAE5_TE_QN_L_20260713_141816010,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
322,pyrenula_macrospora,,LAE5_TE_QN,LAE5_TE_QN_L_20260713_141816026,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,1
323,sticta_fuliginosa_s._lat.,,LAE5_TE_QN,LAE5_TE_QN_L_20260713_141816026,med_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
324,ricasolia_virens,,LAE5_TN_QS,LAE5_TN_QS_L_20260713_141816042,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
325,pyrenula_macrospora,,LAE5_TN_QS,LAE5_TN_QS_L_20260713_141816042,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,1
326,lepraria_sp,,LAE5_TN_QS,LAE5_TN_QS_L_20260713_141816058,med_conf,5,leprose_chlorolichen,leprose_chlorolichen,0
327,ricasolia_virens,,LAE5_TN_QE,LAE5_TN_QE_L_20260713_141816058,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
328,lepraria_sp,,LAE5_TN_QE,LAE5_TN_QE_L_20260713_141816074,med_conf,3,leprose_chlorolichen,leprose_chlorolichen,0
329,sticta_sylvatica,,LAE5_TN_QE,LAE5_TN_QE_L_20260713_141816074,med_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
330,sticta_fuliginosa_s._lat.,,LAE5_TN_QE,LAE5_TN_QE_L_20260713_141816089,med_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
331,ricasolia_virens,,LAE5_TN_QW,LAE5_TN_QW_L_20260713_141816089,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
332,sticta_sylvatica,,LAE5_TN_QW,LAE5_TN_QW_L_20260713_141816106,high_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
333,sticta_limbata,,LAE5_TN_QW,LAE5_TN_QW_L_20260713_141816121,med_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
334,pectenia_atlantica,,LAE5_TN_QW,LAE5_TN_QW_L_20260713_141816121,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
335,ochrolechia_androgyna,,LAE5_TN_QW,LAE5_TN_QW_L_20260713_141816137,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
336,lepraria_sp,,LAE5_TN_QW,LAE5_TN_QW_L_20260713_141816137,med_conf,2,leprose_chlorolichen,leprose_chlorolichen,0
337,thelotrema_lepadinum,,LAE5_TN_QW,LAE5_TN_QW_L_20260713_141816158,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,1
338,ricasolia_virens,,LAE5_TN_QN,LAE5_TN_QN_L_20260713_141816158,high_conf,4,foliose_cyanolichen,foliose_cyanolichen,1
339,thelotrema_lepadinum,,LAE5_TN_QN,LAE5_TN_QN_L_20260713_141816169,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,1
340,sticta_sylvatica,,LAE5_TN_QN,LAE5_TN_QN_L_20260713_141816185,med_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
341,ricasolia_virens,,LAE5_TS_QE,LAE5_TS_QE_L_20260713_141816185,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
342,graphis_scripta_s._lat.,,LAE5_TS_QE,LAE5_TS_QE_L_20260713_141816201,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
343,lepraria_sp,,LAE5_TS_QE,LAE5_TS_QE_L_20260713_141816201,med_conf,5,leprose_chlorolichen,leprose_chlorolichen,0
344,sticta_fuliginosa_s._lat.,,LAE5_TS_QE,LAE5_TS_QE_L_20260713_141816217,med_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
345,ricasolia_virens,,LAE5_TS_QS,LAE5_TS_QS_L_20260713_141816217,high_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
346,sticta_sylvatica,,LAE5_TS_QS,LAE5_TS_QS_L_20260713_141816233,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
347,thelotrema_lepadinum,,LAE5_TS_QS,LAE5_TS_QS_L_20260713_141816233,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,1
348,ochrolechia_androgyna,,LAE5_TS_QS,LAE5_TS_QS_L_20260713_141816249,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
349,ricasolia_virens,,LAE5_TS_QW,LAE5_TS_QW_L_20260713_141816258,high_conf,4,foliose_cyanolichen,foliose_cyanolichen,1
350,sticta_sylvatica,,LAE5_TS_QW,LAE5_TS_QW_L_20260713_141816265,high_conf,4,foliose_cyanolichen,foliose_cyanolichen,1
351,graphis_scripta_s._lat.,,LAE5_TS_QW,LAE5_TS_QW_L_20260713_141816281,high_conf,1,crustose_chlorolichen,crustose_chlorolichen,0
352,ochrolechia_androgyna,,LAE5_TS_QW,LAE5_TS_QW_L_20260713_141816281,high_conf,4,crustose_chlorolichen,crustose_chlorolichen,0
353,thelotrema_lepadinum,,LAE5_TS_QW,LAE5_TS_QW_L_20260713_141816296,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,1
354,ricasolia_virens,,LAE5_TS_QN,LAE5_TS_QN_L_20260713_141816296,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
355,peltigera_collina,,LAE5_TS_QW,LAE5_TS_QW_L_20260713_141816312,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
356,sticta_sylvatica,,LAE5_TS_QN,LAE5_TS_QN_L_20260713_141816312,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
357,ochrolechia_androgyna,,LAE5_TS_QN,LAE5_TS_QN_L_20260713_141816328,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
358,pyrenula_macrospora,,LAE5_TS_QN,LAE5_TS_QN_L_20260713_141816328,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,1
359,lichen_(unidentified),,LAE5_TS_QN,LAE5_TS_QN_L_20260713_141816344,low_conf,5,squamulose_lichen,,0
360,lepraria_sp,,LAE5_TW_QE,LAE5_TW_QE_L_20260713_141816358,low_conf,5,leprose_chlorolichen,leprose_chlorolichen,0
362,thelotrema_lepadinum,,LAE5_TW_QS,LAE5_TW_QS_L_20260713_141816372,med_conf,1,crustose_chlorolichen,crustose_chlorolichen,1
363,ricasolia_virens,,LAE5_TW_QN,LAE5_TW_QN_L_20260713_141816376,high_conf,2,foliose_cyanolichen,foliose_cyanolichen,1
364,lepraria_sp,,LAE5_TW_QN,LAE5_TW_QN_L_20260713_141816376,high_conf,5,leprose_chlorolichen,leprose_chlorolichen,0
365,thelotrema_lepadinum,,LAE5_TW_QN,LAE5_TW_QN_L_20260713_141816392,high_conf,2,crustose_chlorolichen,crustose_chlorolichen,1
366,pectenia_atlantica,,LAE5_TW_QW,LAE5_TW_QW_L_20260713_141816392,high_conf,1,foliose_cyanolichen,foliose_cyanolichen,1
367,ricasolia_virens,,LAE5_TW_QW,LAE5_TW_QW_L_20260713_141816408,high_conf,5,foliose_cyanolichen,foliose_cyanolichen,1
368,cladonia_coniocraea,,LAE5_TW_QW,LAE5_TW_QW_L_20260713_141816424,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
369,normandina_pulchella,,LAE5_TW_QW,LAE5_TW_QW_L_20260713_141816429,high_conf,3,squamulose_cyanolichen,squamulose_chlorolichen,1
370,sticta_sylvatica,,LAE5_TW_QW,LAE5_TW_QW_L_20260713_141816441,high_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
371,pectenia_plumbea_s._lat.,,LAE5_TW_QW,LAE5_TW_QW_L_20260713_141816441,med_conf,3,foliose_cyanolichen,foliose_cyanolichen,1
372,lecidella_elaeochroma_f._elaeochroma,,LAE5_TW_QW,LAE5_TW_QW_L_20260713_141816458,med_conf,1,crustose_chlorolichen,crustose_chlorolichen,0
373,thelotrema_lepadinum,,LAE5_TW_QW,LAE5_TW_QW_L_20260713_141816458,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,1
374,ochrolechia_androgyna,,LAE5_TW_QW,LAE5_TW_QW_L_20260713_141816471,high_conf,1,crustose_chlorolichen,crustose_chlorolichen,0
375,pyrenula_macrospora,,LAE5_TW_QW,LAE5_TW_QW_L_20260713_141816471,high_conf,1,crustose_chlorolichen,crustose_chlorolichen,1
376,cladonia_coniocraea,,AGG5_TE_QE,AGG5_TE_QE_L_20260713_141816487,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,0
377,hypotrachyna_laevigata,,AGG5_TE_QE,AGG5_TE_QE_L_20260713_141816487,med_conf,2,foliose_chlorolichen,foliose_chlorolichen,1
378,ochrolechia_androgyna,,AGG5_TE_QE,AGG5_TE_QE_L_20260713_141816503,high_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
379,pertusaria_coccodes,,AGG5_TE_QE,AGG5_TE_QE_L_20260713_141816519,med_conf,5,crustose_chlorolichen,crustose_chlorolichen,0
380,usnea_subfloridana,,AGG5_TE_QN,AGG5_TE_QN_L_20260713_141816519,med_conf,1,fruticose_chlorolichen,fruticose_chlorolichen,1
381,cladonia_coniocraea,,AGG5_TE_QN,AGG5_TE_QN_L_20260713_141816535,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,0
382,hypotrachyna_laevigata,,AGG5_TE_QN,AGG5_TE_QN_L_20260713_141816550,high_conf,5,foliose_chlorolichen,foliose_chlorolichen,1
383,normandina_pulchella,,AGG5_TE_QN,AGG5_TE_QN_L_20260713_141816558,high_conf,1,squamulose_cyanolichen,squamulose_chlorolichen,1
384,pertusaria_coccodes,,AGG5_TE_QN,AGG5_TE_QN_L_20260713_141816566,med_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
385,ochrolechia_androgyna,,AGG5_TE_QN,AGG5_TE_QN_L_20260713_141816566,high_conf,3,crustose_chlorolichen,crustose_chlorolichen,0
386,lepraria_sp,,AGG5_TE_QN,AGG5_TE_QN_L_20260713_141816582,high_conf,2,leprose_chlorolichen,leprose_chlorolichen,0
387,sphaerophorus_globosus,,AGG5_TE_QN,AGG5_TE_QN_L_20260713_141816582,high_conf,2,fruticose_chlorolichen,fruticose_chlorolichen,1
388,sphaerophorus_globosus,,AGG5_TE_QS,AGG5_TE_QS_L_20260713_141816598,high_conf,2,fruticose_chlorolichen,fruticose_chlorolichen,1
389,hypotrachyna_laevigata,,AGG5_TE_QS,AGG5_TE_QS_L_20260713_141816598,high_conf,3,foliose_chlorolichen,foliose_chlorolichen,1
390,cladonia_coniocraea,,AGG5_TE_QS,AGG5_TE_QS_L_20260713_141816614,high_conf,4,foliose_chlorolichen,foliose_chlorolichen,0
